"old_names","new_names"
"iron-sulfur cluster transfer complex","iron-sulfur cluster transfer complex"
"GMP synthase activity","GMP synthase activity"
"GMP synthase (glutamine-hydrolyzing) activity","GMP synthase (glutamine-hydrolyzing) activity"
"4-hydroxy-tetrahydrodipicolinate synthase activity","4-hydroxy-tetrahydrodipicolinate synthase activity"
"quinone binding","quinone binding"
"ubiquinone binding","ubiquinone binding"
"cytidine deamination","cytidine deamination"
"cytidine metabolic process","cytidine metabolic process"
"cytidine catabolic process","cytidine catabolic process"
"cytidine deaminase activity","cytidine deaminase activity"
"aspartyl-tRNA aminoacylation","aspartyl-tRNA aminoacylation"
"aspartate-tRNA ligase activity","aspartate-tRNA ligase activity"
"methionine-R-sulfoxide reductase activity","methionine-R-sulfoxide reductase activity"
"acidic amino acid transmembrane transporter activity","acidic amino acid transmembrane transporter activity"
"acidic amino acid transport","acidic amino acid transport"
"L-aspartate transmembrane transporter activity","L-aspartate transmembrane transporter activity"
"pyridoxamine-phosphate oxidase activity","pyridoxamine-phosphate oxidase activity"
"triglyceride lipase activity","triglyceride lipase activity"
"glycerolipid catabolic process","glycerolipid catabolic process"
"threonine-tRNA ligase activity","threonine-tRNA ligase activity"
"threonyl-tRNA aminoacylation","threonyl-tRNA aminoacylation"
"rRNA (guanine-N2-)-methyltransferase activity","rRNA (guanine-N2-)-methyltransferase activity"
"rRNA (guanine-N7-)-methyltransferase activity","rRNA (guanine-N7-)-methyltransferase activity"
"rRNA (guanine-N7)-methylation","rRNA (guanine-N7)-methylation"
"N-acetylglucosamine kinase activity","N-acetylglucosamine kinase activity"
"anion:cation symporter activity","anion:cation symporter activity"
"sulfate transmembrane transport","sulfate transmembrane transport"
"high-affinity sulfate:proton symporter activity","high-affinity sulfate:proton symporter activity"
"secondary active sulfate transmembrane transporter activity","secondary active sulfate transmembrane transporter activity"
"sulfate:proton symporter activity","sulfate:proton symporter activity"
"sulfate transmembrane transporter activity","sulfate transmembrane transporter activity"
"mannose-phosphate guanylyltransferase activity","mannose-phosphate guanylyltransferase activity"
"mannose-1-phosphate guanylyltransferase activity","mannose-1-phosphate guanylyltransferase activity"
"guanylyltransferase activity","guanylyltransferase activity"
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor"
"nitric oxide dioxygenase activity","nitric oxide dioxygenase activity"
"nitric oxide catabolic process","nitric oxide catabolic process"
"nitric oxide metabolic process","nitric oxide metabolic process"
"response to nitrosative stress","response to nitrosative stress"
"cellular response to nitrosative stress","cellular response to nitrosative stress"
"dTDP-rhamnose metabolic process","dTDP-rhamnose metabolic process"
"dTDP-rhamnose biosynthetic process","dTDP-rhamnose biosynthetic process"
"UDP-glucose 4-epimerase activity","UDP-glucose 4-epimerase activity"
"UDP-glucose:hexose-1-phosphate uridylyltransferase activity","UDP-glucose:hexose-1-phosphate uridylyltransferase activity"
"uridylyltransferase activity","uridylyltransferase activity"
"galactokinase activity","galactokinase activity"
"S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity","S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity"
"tRNA (m5U54) methyltransferase activity","tRNA (m5U54) methyltransferase activity"
"nicotinate phosphoribosyltransferase activity","nicotinate phosphoribosyltransferase activity"
"pyridine nucleotide salvage","pyridine nucleotide salvage"
"NAD salvage","NAD salvage"
"[acyl-carrier-protein] S-malonyltransferase activity","[acyl-carrier-protein] S-malonyltransferase activity"
"S-acyltransferase activity","S-acyltransferase activity"
"S-malonyltransferase activity","S-malonyltransferase activity"
"malonyltransferase activity","malonyltransferase activity"
"ATP phosphoribosyltransferase activity","ATP phosphoribosyltransferase activity"
"3-dehydroquinate synthase activity","3-dehydroquinate synthase activity"
"carbon-oxygen lyase activity, acting on phosphates","carbon-oxygen lyase activity, acting on phosphates"
"tryptophan synthase activity","tryptophan synthase activity"
"phosphoribosylanthranilate isomerase activity","phosphoribosylanthranilate isomerase activity"
"indole-3-glycerol-phosphate synthase activity","indole-3-glycerol-phosphate synthase activity"
"phenazine biosynthetic process","phenazine biosynthetic process"
"anthranilate phosphoribosyltransferase activity","anthranilate phosphoribosyltransferase activity"
"adenine biosynthetic process","adenine biosynthetic process"
"adenine metabolic process","adenine metabolic process"
"phosphoribosylamine-glycine ligase activity","phosphoribosylamine-glycine ligase activity"
"phosphoribosylformylglycinamidine cyclo-ligase activity","phosphoribosylformylglycinamidine cyclo-ligase activity"
"L-phenylalanine biosynthetic process from chorismate via phenylpyruvate","L-phenylalanine biosynthetic process from chorismate via phenylpyruvate"
"L-tyrosine:2-oxoglutarate aminotransferase activity","L-tyrosine:2-oxoglutarate aminotransferase activity"
"L-tyrosine aminotransferase activity","L-tyrosine aminotransferase activity"
"CMP metabolic process","CMP metabolic process"
"pyrimidine ribonucleoside monophosphate biosynthetic process","pyrimidine ribonucleoside monophosphate biosynthetic process"
"cytidine kinase activity","cytidine kinase activity"
"CMP biosynthetic process","CMP biosynthetic process"
"UMP biosynthetic process","UMP biosynthetic process"
"uridine kinase activity","uridine kinase activity"
"protein flavinylation","protein flavinylation"
"histidyl-tRNA aminoacylation","histidyl-tRNA aminoacylation"
"histidine-tRNA ligase activity","histidine-tRNA ligase activity"
"regulation of DNA recombination","regulation of DNA recombination"
"pyrimidine ribonucleoside diphosphate biosynthetic process","pyrimidine ribonucleoside diphosphate biosynthetic process"
"pyrimidine ribonucleoside diphosphate metabolic process","pyrimidine ribonucleoside diphosphate metabolic process"
"nucleoside diphosphate biosynthetic process","nucleoside diphosphate biosynthetic process"
"pyrimidine nucleoside diphosphate metabolic process","pyrimidine nucleoside diphosphate metabolic process"
"UDP biosynthetic process","UDP biosynthetic process"
"pyrimidine nucleoside diphosphate biosynthetic process","pyrimidine nucleoside diphosphate biosynthetic process"
"ribonucleoside diphosphate biosynthetic process","ribonucleoside diphosphate biosynthetic process"
"UDP metabolic process","UDP metabolic process"
"uridylate kinase activity","uridylate kinase activity"
"UMP kinase activity","UMP kinase activity"
"thymidylate kinase activity","thymidylate kinase activity"
"pyrimidine deoxyribonucleoside diphosphate metabolic process","pyrimidine deoxyribonucleoside diphosphate metabolic process"
"pyrimidine deoxyribonucleoside diphosphate biosynthetic process","pyrimidine deoxyribonucleoside diphosphate biosynthetic process"
"dTDP metabolic process","dTDP metabolic process"
"deoxyribonucleoside diphosphate biosynthetic process","deoxyribonucleoside diphosphate biosynthetic process"
"deoxyribonucleoside diphosphate metabolic process","deoxyribonucleoside diphosphate metabolic process"
"dTDP biosynthetic process","dTDP biosynthetic process"
"dUDP metabolic process","dUDP metabolic process"
"dUDP biosynthetic process","dUDP biosynthetic process"
"deoxyribonucleoside triphosphate biosynthetic process","deoxyribonucleoside triphosphate biosynthetic process"
"pyrimidine deoxyribonucleoside triphosphate biosynthetic process","pyrimidine deoxyribonucleoside triphosphate biosynthetic process"
"dTTP biosynthetic process","dTTP biosynthetic process"
"3-deoxy-8-phosphooctulonate synthase activity","3-deoxy-8-phosphooctulonate synthase activity"
"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
