,X.1,X,EcoliGeneName,EcoliLocus,NP_Ecoli,EcoliProtein,EcoliProteinCluster,SalmonellaProtein,SalmonellaCluster,NP_Salmonella,SalmonellaGeneName,SalmonellaLocus,State
2089,2417,2892,yggG,b2936,NP_417411,WP_001326497.1,PCLA_865738,WP_000701830.1,PCLA_865738,NP_461993,yggG,STM3077,MATCH
2090,2418,2901,yggJ,b2946,NP_417421,WP_001222509.1,PCLA_431786,WP_001145795.1,PCLA_431786,NP_462010,yggJ,STM3094,MATCH
2091,2419,2903,yqgE,b2948,NP_417423,WP_001053178.1,PCLA_123068,WP_001053171.1,PCLA_123068,NP_462012,yqgE,STM3096,MATCH
2092,2420,2905,yggR,b2950,NP_417425,WP_001326494.1,PCLA_880539,WP_001055649.1,PCLA_880539,NP_462015,yggR,STM3099,MATCH
2093,2421,2908,yggU,b2953,NP_417428,WP_000994920.1,PCLA_208976,WP_001277201.1,PCLA_208976,NP_462018,yggU,STM3102,MATCH
2094,2423,2918,mltC,b2963,NP_417438,WP_000760323.1,PCLA_431766,WP_000976289.1,PCLA_431766,NP_462028,mltC,STM3112,MATCH
2095,2424,2920,speC,b2965,NP_417440,WP_001326492.1,PCLA_3635979,WP_000839738.1,PCLA_3635979,NP_462030,speC,STM3114,MATCH
2096,2425,2943,yghU,b2989,NP_417463,WP_001295515.1,PCLA_431805,WP_000774852.1,PCLA_431805,NP_462055,yghU,STM3140,MATCH
2097,2426,2963,yqhE,b3012,NP_417485,WP_000013149.1,PCLA_431671,WP_000013100.1,PCLA_431671,NP_462080,yqhE,STM3165,MATCH
2098,2427,3009,folB,b3058,NP_417530,WP_001295541.1,PCLA_431698,WP_001540933.1,PCLA_431698,NP_462121,folB,STM3206,MATCH
2099,2428,3047,yqjC,b3097,NP_417568,WP_001295543.1,PCLA_880581,WP_000877297.1,PCLA_880581,NP_462142,yqjC,STM3228,MATCH
2100,2429,3057,yhaL,b3107,NP_417578,WP_001345966.1,PCLA_880590,WP_000039324.1,PCLA_880590,NP_462151,yhaL,STM3237,MATCH
2101,2430,3098,yraR,b3152,NP_417621,WP_001300423.1,PCLA_880609,WP_001161475.1,PCLA_880609,NP_462181,yraR,STM3268,MATCH
2102,2431,3099,yhbO,b3153,NP_417622,WP_000037608.1,PCLA_880610,WP_000037599.1,PCLA_880610,NP_462182,yhbO,STM3269,MATCH
2103,2432,3105,yhbV,b3159,NP_417628,WP_001301318.1,PCLA_2912557,WP_014343907.1,PCLA_2912557,NP_462188,yhbV,STM3275,MATCH
2104,2433,3108,deaD,b3162,NP_417631,WP_001295553.1,PCLA_431735,WP_001663053.1,PCLA_431735,NP_462193,deaD,STM3280,MATCH
2105,2435,3126,greA,b3181,NP_417648,WP_001148001.1,PCLA_123066,WP_001148008.1,PCLA_123066,NP_462210,greA,STM3299,MATCH
2106,2436,3135,yrbA,b3190,NP_417657,WP_000429656.1,PCLA_880615,WP_000900133.1,PCLA_880615,NP_462218,yrbA,STM3308,MATCH
2107,2439,3167,nanK,b3222,NP_417689,WP_000209011.1,PCLA_208969,WP_000208976.1,PCLA_208969,NP_462246,nanK,STM3336,MATCH
2108,2440,3169,nanT,b3224,NP_417691,WP_000108454.1,PCLA_207833,WP_000108071.1,PCLA_207833,NP_462248,nanT,STM3338,MATCH
2109,2441,3178,yhcB,b3233,NP_417700,WP_001295270.1,PCLA_431769,WP_000481183.1,PCLA_431769,NP_462257,yhcB,STM3347,MATCH
2110,2442,3183,yhcN,b3238,NP_417705,WP_000695690.1,PCLA_880623,WP_000695693.1,PCLA_880623,NP_462271,yhcN,STM3361,MATCH
2111,2444,3191,cafA,b3247,NP_417713,WP_000123197.1,PCLA_431785,WP_000123188.1,PCLA_431785,NP_462280,cafA,STM3370,MATCH
2112,2445,3195,mreB,b3251,NP_417717,WP_000913396.1,PCLA_2411801,WP_000913396.1,PCLA_2411801,NP_462284,mreB,STM3374,MATCH
2113,2446,3203,panF,b3258,NP_417724,WP_001175728.1,PCLA_213250,WP_001175741.1,PCLA_213250,NP_462292,panF,STM3382,MATCH
2114,2447,3207,yhdJ,b3262,NP_417728,WP_001258895.1,PCLA_431637,WP_000642611.1,PCLA_431637,NP_462296,yhdJ,STM3386,MATCH
2115,2448,3217,yrdA,b3279,NP_417738,WP_001286216.1,PCLA_446413,WP_001285640.1,PCLA_446413,NP_462303,yrdA,STM3399,MATCH
2116,2449,3284,yheO,b3346,NP_417805,WP_000091466.1,PCLA_870458,WP_000091471.1,PCLA_870458,NP_462356,yheO,STM3452,MATCH
2117,2450,3297,yhfK,b3358,NP_417817,WP_000484349.1,PCLA_880639,WP_000269309.1,PCLA_880639,NP_462370,yhfK,STM3467,MATCH
2118,2451,3306,nirC,b3367,YP_026212,WP_000493556.1,PCLA_431668,WP_000493569.1,PCLA_431668,NP_462379,nirC,STM3476,MATCH
2119,2452,3328,aroK,b3390,YP_026215,WP_000818618.1,PCLA_208944,WP_000818621.1,PCLA_208944,NP_462390,aroK,STM3487,MATCH
2120,2454,3337,yrfG,b3399,NP_417858,WP_001295168.1,PCLA_2846103,WP_001520508.1,PCLA_2846103,NP_462399,yrfG,STM3496,MATCH
2121,2455,3339,yrfI,b3401,NP_417860,WP_001135574.1,PCLA_414016,WP_000605785.1,PCLA_414016,NP_462401,yrfI,STM3498,MATCH
2122,2456,3344,greB,b3406,YP_026216,WP_000856737.1,PCLA_415130,WP_000856693.1,PCLA_415130,NP_462406,greB,STM3503,MATCH
2123,2458,3351,yhgH,b3413,NP_417872,WP_001333371.1,PCLA_431700,WP_000958732.1,PCLA_431700,NP_462413,yhgH,STM3510,MATCH
2124,2460,3386,ugpC,b3450,NP_417907,WP_000907792.1,PCLA_431750,WP_000907838.1,PCLA_431750,NP_462455,ugpC,STM3554,MATCH
2125,2461,3390,livF,b3454,NP_417911,WP_000416891.1,PCLA_431716,WP_000416114.1,PCLA_431716,NP_462461,livF,STM3560,MATCH
2126,2463,3409,yhhS,b3473,NP_417930,WP_001300943.1,PCLA_209007,WP_001576500.1,PCLA_209007,NP_462482,yhhS,STM3581,MATCH
2127,2464,3410,yhhT,b3474,NP_417931,WP_001300885.1,PCLA_4996520,WP_000179589.1,PCLA_4996520,NP_462483,yhhT,STM3582,MATCH
2128,2465,3462,yhjH,b3525,NP_417982,WP_001295219.1,PCLA_431701,WP_000595626.1,PCLA_431701,NP_462512,yhjH,STM3611,MATCH
2129,2466,3463,kdgK,b3526,NP_417983,WP_000037562.1,PCLA_2944760,WP_000037583.1,PCLA_2944760,NP_462513,kdgK,STM3612,MATCH
2130,2467,3470,yhjO,b3533,NP_417990,WP_000025892.1,PCLA_431612,WP_001275340.1,PCLA_431612,NP_462520,yhjO,STM3619,MATCH
2131,2468,3474,yhjT,b3537,NP_417994,WP_000988308.1,PCLA_880711,WP_000988321.1,PCLA_880711,NP_462524,yhjT,STM3623,MATCH
2132,2469,3483,yhjW,b3546,NP_418002,WP_001269197.1,PCLA_431666,WP_001269259.1,PCLA_431666,NP_462536,yhjW,STM3635,MATCH
2133,2470,3485,yhjY,b3548,NP_418004,WP_001299523.1,PCLA_880719,WP_000637070.1,PCLA_880719,NP_462542,yhjY,STM3641,MATCH
2134,2471,3490,yiaE,b3553,NP_418009,WP_000805038.1,PCLA_2912519,WP_000804674.1,PCLA_2912519,NP_462547,yiaE,STM3646,MATCH
2135,2472,3491,yiaF,b3554,NP_418010,WP_000190516.1,PCLA_880721,WP_000190524.1,PCLA_880721,NP_462548,yiaF,STM3647,MATCH
2136,2473,3522,sgbU,b3582,NP_418039,WP_001350555.1,PCLA_858338,WP_001244031.1,PCLA_858338,NP_462576,sgbU,STM3676,MATCH
2137,2474,3530,aldB,b3588,NP_418045,WP_000183980.1,PCLA_2944731,WP_000183985.1,PCLA_2944731,NP_462580,aldB,STM3680,MATCH
2139,2476,3586,dfp,b3639,NP_418096,WP_000050139.1,PCLA_417173,WP_001541625.1,PCLA_417173,NP_462630,dfp,STM3730,MATCH
2140,2477,3588,ttk,b3641,NP_418098,WP_000818601.1,PCLA_213283,WP_000818607.1,PCLA_213283,NP_462632,ttk,STM3732,MATCH
2142,2479,3594,yicF,b3647,NP_418104,WP_000870036.1,PCLA_428899,WP_001241836.1,PCLA_428899,NP_462639,yicF,STM3739,MATCH
2143,2480,3604,yicJ,b3657,NP_418114,WP_000834439.1,PCLA_431579,WP_000834259.1,PCLA_431579,NP_462650,yicJ,STM3750,MATCH
2144,2481,3611,yicN,b3663,NP_418119,WP_001295241.1,PCLA_880760,WP_001519640.1,PCLA_880760,NP_462685,yicN,STM3786,MATCH
2145,2482,3615,uhpC,b3667,NP_418123,WP_000936566.1,PCLA_431760,WP_000948173.1,PCLA_431760,NP_462687,uhpC,STM3788,MATCH
2146,2483,3616,uhpB,b3668,NP_418124,WP_001295243.1,PCLA_431745,WP_001091264.1,PCLA_431745,NP_462688,uhpB,STM3789,MATCH
2147,2484,3622,emrD,b3673,NP_418129,WP_000828746.1,PCLA_431751,WP_000828740.1,PCLA_431751,NP_462699,emrD,STM3798,MATCH
2148,2485,3633,yidE,b3685,NP_418140,WP_001279752.1,PCLA_207761,WP_001279793.1,PCLA_207761,NP_462707,yidE,STM3807,MATCH
2149,2486,3634,ibpB,b3686,NP_418141,WP_001243431.1,PCLA_431702,WP_001246919.1,PCLA_431702,NP_462708,ibpB,STM3808,MATCH
2150,2487,3636,yidQ,b3688,NP_418143,WP_000620888.1,PCLA_431718,WP_001541156.1,PCLA_431718,NP_462710,yidQ,STM3810,MATCH
2151,2489,3695,yieN,b3746,NP_418202,WP_001299914.1,PCLA_859007,WP_000940991.1,PCLA_859007,NP_462778,yieN,STM3879,MATCH
2152,2490,3697,rbsD,b3748,NP_418204,WP_001301979.1,PCLA_431830,WP_000715944.1,PCLA_431830,NP_462780,rbsD,STM3881,MATCH
2153,2491,3725,wzzE,b3785,NP_418232,WP_001295256.1,PCLA_431739,WP_000193413.1,PCLA_431739,NP_462809,wzzE,STM3919,MATCH
2154,2492,3746,dapF,b3809,NP_418254,WP_001160654.1,PCLA_123286,WP_001576444.1,PCLA_123286,NP_462832,dapF,STM3947,MATCH
2155,2493,3756,yigI,b3820,NP_418264,WP_001277142.1,PCLA_431773,WP_001594415.1,PCLA_431773,NP_462841,yigI,STM3956,MATCH
2156,2494,3782,yigZ,b3848,NP_418290,WP_001308167.1,PCLA_431674,WP_000378902.1,PCLA_431674,NP_462870,yigZ,STM3985,MATCH
2157,2495,3795,hemN,b3867,NP_418303,WP_000116090.1,PCLA_213076,WP_000003520.1,PCLA_213076,NP_462884,hemN,STM4004,MATCH
2158,2496,3809,yihS,b3880,NP_418316,WP_000870916.1,PCLA_880804,WP_000870946.1,PCLA_880804,NP_462901,yihS,STM4021,MATCH
2159,2497,3812,yihV,b3883,NP_418319,WP_000621656.1,PCLA_880807,WP_001520529.1,PCLA_880807,NP_462904,yihV,STM4024,MATCH
2160,2498,3813,yihW,b3884,NP_418320,WP_000059678.1,PCLA_880808,WP_000059693.1,PCLA_880808,NP_462905,yihW,STM4025,MATCH
2161,2499,3814,yihX,b3885,NP_418321,WP_001295269.1,PCLA_213260,WP_000965695.1,PCLA_213260,NP_462906,yihX,STM4026,MATCH
2162,2500,3839,yiiM,b3910,NP_418346,WP_001270260.1,PCLA_431647,WP_014343930.1,PCLA_431647,NP_462937,yiiM,STM4056,MATCH
2163,2501,3889,udhA,b3962,NP_418397,WP_001120810.1,PCLA_209127,WP_001120789.1,PCLA_209127,NP_463005,udhA,STM4126,MATCH
2164,2502,3894,murI,b3967,NP_418402,WP_000201820.1,PCLA_414405,WP_000201805.1,PCLA_414405,NP_463010,murI,STM4131,MATCH
2165,2503,3911,thiF,b3992,NP_418420,WP_000999737.1,PCLA_209535,WP_000997753.1,PCLA_209535,NP_463031,thiF,STM4162,MATCH
2166,2504,3917,nfi,b3998,NP_418426,WP_000362388.1,PCLA_431719,WP_000362359.1,PCLA_431719,NP_463037,nfi,STM4168,MATCH
2167,2505,3921,zraP,b4002,NP_418430,WP_000828222.1,PCLA_431655,WP_000828129.1,PCLA_431655,NP_463041,zraP,STM4172,MATCH
2168,2506,3955,ubiC,b4039,NP_418463,WP_001326644.1,PCLA_431753,WP_000019219.1,PCLA_431753,NP_463098,ubiC,STM4233,MATCH
2169,2507,3957,plsB,b4041,NP_418465,WP_000017354.1,PCLA_208866,WP_000017360.1,PCLA_208866,NP_463100,plsB,STM4235,MATCH
2170,2508,3962,zur,b4046,NP_418470,WP_001295691.1,PCLA_431740,WP_000416272.1,PCLA_431740,NP_463106,zur,STM4241,MATCH
2171,2509,3966,yjbO,b4050,NP_418474,WP_000891404.1,PCLA_213263,WP_000891414.1,PCLA_213263,NP_463109,yjbO,STM4244,MATCH
2172,2510,3977,yjcB,b4060,NP_418484,WP_001295689.1,PCLA_880834,WP_000719058.1,PCLA_880834,NP_463128,yjcB,STM4263,MATCH
2173,2511,3988,nrfB,b4071,NP_418495,WP_001295391.1,PCLA_431757,WP_001661782.1,PCLA_431757,NP_463143,nrfB,STM4278,MATCH
2174,2512,4032,yjdB,b4114,NP_418538,WP_000919792.1,PCLA_431703,WP_000919289.1,PCLA_431703,NP_463158,yjdB,STM4293,MATCH
2175,2513,4054,yjdC,b4135,NP_418558,WP_001188520.1,PCLA_431741,WP_001188509.1,PCLA_431741,NP_463186,yjdC,STM4322,MATCH
2176,2514,4058,aspA,b4139,NP_418562,WP_000069437.1,PCLA_501403,WP_000069440.1,PCLA_501403,NP_463190,aspA,STM4326,MATCH
2177,2515,4059,fxsA,b4140,NP_418564,WP_001267448.1,PCLA_431580,WP_001541341.1,PCLA_431580,NP_463191,fxsA,STM4327,MATCH
2178,2516,4063,yjeI,b4144,NP_418568,WP_000558209.1,PCLA_880851,WP_000558210.1,PCLA_880851,NP_463195,yjeI,STM4331,MATCH
2179,2517,4069,sugE,b4148,NP_418572,WP_000118482.1,PCLA_431550,WP_000118469.1,PCLA_431550,NP_463202,sugE,STM4338,MATCH
2180,2518,4076,yjeA,b4155,NP_418579,WP_000004771.1,PCLA_213166,WP_000004794.1,PCLA_213166,NP_463208,yjeA,STM4344,MATCH
2181,2519,4077,yjeM,b4156,NP_418580,WP_001336293.1,PCLA_2912348,WP_000149876.1,PCLA_2912348,NP_463209,yjeM,STM4345,MATCH
2182,2520,4082,yjeQ,b4161,NP_418585,WP_000041964.1,PCLA_501503,WP_001595272.1,PCLA_501503,NP_463213,yjeQ,STM4349,MATCH
2183,2521,4083,orn,b4162,NP_418586,WP_001295188.1,PCLA_209233,WP_001271546.1,PCLA_209233,NP_463214,orn,STM4350,MATCH
2184,2522,4098,vacB,b4179,NP_418600,WP_000076332.1,PCLA_431743,WP_000076357.1,PCLA_431743,NP_463229,vacB,STM4368,MATCH
2185,2523,4108,yjfO,b4189,NP_418610,WP_000254633.1,PCLA_2845979,WP_000586836.1,PCLA_2845979,NP_463240,yjfO,STM4379,MATCH
2186,2524,4111,yjfR,b4192,NP_418613,WP_001295191.1,PCLA_431784,WP_000049161.1,PCLA_431784,NP_463243,yjfR,STM4382,MATCH
2187,2525,4112,sgaT,b4193,NP_418614,WP_001350568.1,PCLA_3452231,WP_014343938.1,PCLA_3452231,NP_463244,sgaT,STM4383,MATCH
2188,2526,4126,fklB,b4207,NP_418628,WP_000211225.1,PCLA_431676,WP_001663320.1,PCLA_431676,NP_463258,fklB,STM4397,MATCH
2189,2527,4131,ytfH,b4212,NP_418633,WP_000084622.1,PCLA_2306448,WP_001201297.1,PCLA_2306448,NP_463263,ytfH,STM4402,MATCH
2190,2528,4136,ytfK,b4217,NP_418638,WP_000689228.1,PCLA_880870,WP_001237545.1,PCLA_880870,NP_463267,ytfK,STM4406,MATCH
2192,2530,4168,yjgK,b4252,NP_418673,WP_000583469.1,PCLA_880880,WP_000583461.1,PCLA_880880,NP_463328,yjgK,STM4468,MATCH
2193,2531,4185,yjgB,b4269,NP_418690,WP_001309160.1,PCLA_880885,WP_000152563.1,PCLA_880885,NP_463346,yjgB,STM4486,MATCH
2194,2534,4269,yjiA,b4352,NP_418772,WP_001312515.1,PCLA_431648,WP_000187839.1,PCLA_431648,NP_463389,yjiA,STM4530,MATCH
2195,2535,4276,mdoB,b4359,NP_418779,WP_001292679.1,PCLA_207722,WP_014344525.1,PCLA_207722,NP_463400,mdoB,STM4541,MATCH
2196,2536,4277,yjjA,b4360,NP_418780,WP_001308243.1,PCLA_431763,WP_001090314.1,PCLA_431763,NP_463401,yjjA,STM4542,MATCH
2197,2537,4281,yjjP,b4364,NP_418784,WP_001338213.1,PCLA_880913,WP_010989102.1,PCLA_880913,NP_463405,yjjP,STM4546,MATCH
2198,2538,4294,yjjV,b4378,YP_026291,WP_000563040.1,PCLA_431568,WP_000119016.1,PCLA_431568,NP_463420,yjjV,STM4564,MATCH
2199,2539,4306,nadR,b4390,NP_418807,WP_000093814.1,PCLA_211935,WP_000093829.1,PCLA_211935,NP_463436,nadR,STM4580,MATCH
2200,2540,4308,slt,b4392,NP_418809,WP_000409451.1,PCLA_431721,WP_014343943.1,PCLA_431721,NP_463438,slt,STM4582,MATCH
2201,2541,4310,yjjX,b4394,NP_418811,WP_001338221.1,PCLA_501342,WP_000554311.1,PCLA_501342,NP_463440,yjjX,STM4584,MATCH
2202,2542,988,ymdF,b4518,NP_415525,WP_001273658.1,PCLA_4896799,WP_001273663.1,PCLA_4896799,NP_460093,ymdF,STM1121,MATCH
2203,2545,723,ybgT,b4515,YP_588444,WP_000270282.1,PCLA_2306446,WP_000270278.1,PCLA_2306446,NP_459727,ybgT,STM0742,MATCH
2204,2551,3288,yheV,b4551,YP_588468,WP_001007730.1,PCLA_880638,WP_001007735.1,PCLA_880638,NP_462360,yheV,STM3456,MATCH
2207,2555,3745,yifL,b4558,YP_588473,WP_000799889.1,PCLA_880786,WP_000799903.1,PCLA_880786,NP_462831,yifL,STM3946,MATCH
2208,2558,293,rpmJ2,b4506,YP_588437,WP_000866436.1,PCLA_414383,WP_001197749.1,PCLA_414383,NP_459465,rpmJ2,STM0470,MATCH
2209,2561,524,fimH,b0533,NP_415066,WP_001240464.1,PCLA_2912309,WP_000708653.1,PCLA_2912309,NP_459542,fimH,STM0547,MATCH
2210,2562,657,phoL,b0660,NP_415193,WP_001018040.1,PCLA_879721,WP_000493272.1,PCLA_879721,NP_459661,phoL,STM0669,MATCH
2211,2563,811,yliA,b0829,NP_415350,WP_001301279.1,PCLA_430534,WP_001120598.1,PCLA_430534,NP_459825,yliA,STM0848,MATCH
2212,2564,872,lolA,b0891,NP_415411,WP_001295343.1,PCLA_413943,WP_000976335.1,PCLA_413943,NP_459937,lolA,STM0961,MATCH
2213,2565,947,yccV,b0966,NP_415486,WP_001295356.1,PCLA_2502204,WP_000561983.1,PCLA_2502204,NP_460053,yccV,STM1079,MATCH
2214,2566,948,yccW,b0967,NP_415487,WP_000116297.1,PCLA_2846243,WP_000140480.1,PCLA_2846243,NP_460054,yccW,STM1080,MATCH
2215,2568,1162,ycgN,b1181,NP_415699,WP_000807626.1,PCLA_209052,WP_000785857.1,PCLA_209052,NP_460767,ycgN,STM1811,MATCH
2216,2569,1204,ychP,b1220,NP_415738,WP_000086217.1,PCLA_430457,WP_000008985.1,PCLA_430457,NP_460724,ychP,STM1768,MATCH
2217,2570,1401,hrpA,b1413,NP_415931,WP_000139543.1,PCLA_431331,WP_000139701.1,PCLA_431331,NP_460600,hrpA,STM1641,MATCH
2218,2571,1412,ydcG,b1424,NP_415941,WP_000375961.1,PCLA_858679,WP_001081943.1,PCLA_858679,NP_460581,ydcG,STM1622,MATCH
2219,2572,1460,yddG,b1473,NP_415990,WP_000198205.1,PCLA_431774,WP_001542113.1,PCLA_431774,NP_460530,yddG,STM1571,MATCH
2220,2573,1597,rstA,b1608,NP_416125,WP_001092508.1,PCLA_430942,WP_001080048.1,PCLA_430942,NP_460435,rstA,STM1475,MATCH
2221,2574,1639,ydhM,b1649,NP_416166,WP_001032936.1,PCLA_2846279,WP_001041823.1,PCLA_2846279,NP_460400,ydhM,STM1437,MATCH
2222,2575,1690,ydiD,b1701,NP_416216,WP_001336282.1,PCLA_417475,WP_000117497.1,PCLA_417475,NP_460316,ydiD,STM1350,MATCH
2223,2576,1720,cedA,b1731,NP_416245,WP_001295480.1,PCLA_430395,WP_000977512.1,PCLA_430395,NP_460285,cedA,STM1319,MATCH
2224,2577,1839,yebF,b1847,NP_416361,WP_001350516.1,PCLA_989503,WP_001042119.1,PCLA_989503,NP_460838,yebF,STM1881,MATCH
2225,2579,1990,yeeX,b2007,NP_416511,WP_000450409.1,PCLA_417123,WP_000450405.1,PCLA_417123,NP_461004,yeeX,STM2059,MATCH
2226,2580,2202,rcsC,b2218,NP_416722,WP_000876011.1,PCLA_431076,WP_000876078.1,PCLA_431076,NP_461213,rcsC,STM2271,MATCH
2227,2581,2237,yfbE,b2253,NP_416756,WP_001295286.1,PCLA_431756,WP_001520579.1,PCLA_431756,NP_461239,yfbE,STM2297,MATCH
2228,2582,2268,nuoG,b2283,NP_416786,WP_000190939.1,PCLA_212002,WP_000928364.1,PCLA_212002,NP_461265,nuoG,STM2323,MATCH
2229,2583,2271,nuoC,b2286,NP_416789,WP_001384057.1,PCLA_431800,WP_000247855.1,PCLA_431800,NP_461268,nuoC,STM2326,MATCH
2230,2584,2328,fadL,b2344,NP_416846,WP_001295701.1,PCLA_430956,WP_000245433.1,PCLA_430956,NP_461333,fadL,STM2391,MATCH
2231,2585,2542,yfhC,b2559,NP_417054,WP_001297409.1,PCLA_431094,WP_001134566.1,PCLA_431094,NP_461503,yfhC,STM2568,MATCH
2232,2586,2570,yfiM,b2586,NP_417081,WP_001300818.1,PCLA_430998,WP_001264473.1,PCLA_430998,NP_461588,yfiM,STM2653,MATCH
2233,2587,2590,corE,b2611,NP_417102,WP_001338897.1,PCLA_880442,WP_001537507.1,PCLA_880442,NP_461608,corE,STM2678,MATCH
2234,2588,2591,yfjD,b4461,YP_026171,WP_010723175.1,PCLA_431679,WP_001519447.1,PCLA_431679,NP_461609,yfjD,STM2679,MATCH
2235,2590,2986,ygiB,b3037,NP_417509,WP_000831543.1,PCLA_431752,WP_000831528.1,PCLA_431752,NP_462102,ygiB,STM3187,MATCH
2237,2592,3037,ygjR,b3087,NP_417558,WP_000617698.1,PCLA_880576,WP_000617687.1,PCLA_880576,NP_462137,ygjR,STM3223,MATCH
2238,2593,3059,yhaO,b3110,YP_026203,WP_000401598.1,PCLA_880592,WP_000443187.1,PCLA_880592,NP_462153,yhaO,STM3239,MATCH
2239,2594,3063,tdcD,b3115,NP_417585,WP_001295545.1,PCLA_535833,WP_001001853.1,PCLA_535833,NP_462156,tdcD,STM3242,MATCH
2240,2595,3070,garK,b3124,NP_417593,WP_001300387.1,PCLA_430610,WP_000706459.1,PCLA_430610,NP_462160,garK,STM3247,MATCH
2241,2596,3071,garR,b3125,NP_417594,WP_001297159.1,PCLA_431665,WP_000178106.1,PCLA_431665,NP_462161,garR,STM3248,MATCH
2242,2597,3111,pnp,b3164,NP_417633,WP_001295554.1,PCLA_431840,WP_001670767.1,PCLA_431840,NP_462195,pnp,STM3282,MATCH
2243,2598,3610,yicM,b3662,NP_418118,WP_001288549.1,PCLA_430492,WP_001004798.1,PCLA_430492,NP_462675,yicM,STM3776,MATCH
2244,2600,3707,yifB,b3765,NP_418214,WP_000058964.1,PCLA_430166,WP_000050215.1,PCLA_430166,NP_462790,yifB,STM3899,MATCH
2245,2602,3793,yihA,b3865,NP_418301,WP_000183349.1,PCLA_3104063,WP_000183327.1,PCLA_3104063,NP_462881,yihA,STM4001,MATCH
2246,2603,3806,yihP,b3877,NP_418313,WP_000018380.1,PCLA_880801,WP_000084251.1,PCLA_880801,NP_462898,yihP,STM4018,MATCH
2247,2604,3886,argB,b3959,NP_418394,WP_001302318.1,PCLA_3477085,WP_001575262.1,PCLA_3477085,NP_463002,argB,STM4122,MATCH
2248,2605,3890,yijC,b3963,NP_418398,WP_001300495.1,PCLA_431387,WP_000971958.1,PCLA_431387,NP_463006,yijC,STM4127,MATCH
2249,2606,4264,yjiW,b4347,NP_418767,WP_000132601.1,PCLA_989431,WP_001520547.1,PCLA_989431,NP_463382,yjiW,STM4523,MATCH
2250,2608,139,pcnB,b0143,NP_414685,WP_010723084.1,PCLA_431724,WP_000174614.1,PCLA_431724,NP_459189,pcnB,STM0184,MATCH
2251,2609,144,hrpB,b0148,NP_414690,WP_001350480.1,PCLA_431761,WP_000938517.1,PCLA_431761,NP_459194,hrpB,STM0189,MATCH
2252,2610,378,psiF,b0384,NP_414918,WP_001295332.1,PCLA_431618,WP_000705165.1,PCLA_431618,NP_459379,psiF,STM0384,MATCH
2253,2612,789,ybiN,b0807,NP_415328,WP_001295299.1,PCLA_431794,WP_001275962.1,PCLA_431794,NP_459803,ybiN,STM0826,MATCH
2254,2613,1248,yciO,b1267,NP_415783,WP_001295575.1,PCLA_431731,WP_000077250.1,PCLA_431731,NP_460679,yciO,STM1720,MATCH
2255,2614,2119,pbpG,b2134,NP_416638,WP_001319943.1,PCLA_431764,WP_000911555.1,PCLA_431764,NP_461113,pbpG,STM2168,MATCH
2256,2615,3334,mrcA,b3396,NP_417855,WP_001336003.1,PCLA_431737,WP_001663100.1,PCLA_431737,NP_462396,mrcA,STM3493,MATCH
2257,2616,3560,yibP,b3613,NP_418070,WP_000196256.1,PCLA_431738,WP_001214132.1,PCLA_431738,NP_462605,yibP,STM3705,MATCH
2258,2617,4106,aidB,b4187,NP_418608,WP_001350567.1,PCLA_431667,WP_000118960.1,PCLA_431667,NP_463238,aidB,STM4377,MATCH
2259,2618,4125,ytfB,b4206,NP_418627,WP_001119478.1,PCLA_880866,WP_001119448.1,PCLA_880866,NP_463257,ytfB,STM4396,MATCH
2260,2619,3758,recQ,b3822,YP_026263,WP_000035581.1,PCLA_431269,WP_000247124.1,PCLA_431269,NP_462843,recQ,STM3958,MATCH
2261,2620,3960,dinF,b4044,NP_418468,WP_001134731.1,PCLA_430634,WP_001128116.1,PCLA_430634,NP_463103,dinF,STM4238,MATCH
2262,2622,1824,yebR,b1832,NP_416346,WP_001043877.1,PCLA_880225,WP_000145727.1,PCLA_880225,NP_460803,yebR,STM1847,MATCH
2263,2623,2541,yfhD,b2558,NP_417053,WP_000734212.1,PCLA_431093,WP_000734248.1,PCLA_431093,NP_461502,yfhD,STM2567,MATCH
2264,2624,3835,rhaR,b3906,NP_418342,WP_001336056.1,PCLA_858976,WP_000013290.1,PCLA_858976,NP_462930,rhaR,STM4049,MATCH
2265,2625,35,caiD,b0036,NP_414578,WP_001295419.1,PCLA_415978,WP_000004385.1,PCLA_415978,NP_459075,caiD,STM0070,MATCH
2266,2626,36,caiC,b0037,NP_414579,WP_001350478.1,PCLA_418746,WP_000355806.1,PCLA_418746,NP_459076,caiC,STM0071,MATCH
2267,2627,140,yadB,b0144,NP_414686,WP_000937424.1,PCLA_209555,WP_000145612.1,PCLA_209555,NP_459190,yadB,STM0185,MATCH
2268,2628,369,yaiV,b0375,NP_414909,WP_001295335.1,PCLA_431845,WP_000950242.1,PCLA_431845,NP_459369,yaiV,STM0374,MATCH
2269,2630,904,mukE,b0923,NP_415443,WP_001295347.1,PCLA_417083,WP_000060025.1,PCLA_417083,NP_459968,mukE,STM0993,MATCH
2270,2631,1311,ycjI,b1326,NP_415842,WP_000219122.1,PCLA_430846,WP_000219126.1,PCLA_430846,NP_460638,ycjI,STM1680,MATCH
2271,2632,1438,yncB,b1449,NP_415966,WP_000531462.1,PCLA_929935,WP_000969555.1,PCLA_929935,NP_460548,yncB,STM1589,MATCH
2272,2634,1680,ydiN,b1691,NP_416206,WP_000081197.1,PCLA_880165,WP_000081208.1,PCLA_880165,NP_460326,ydiN,STM1360,MATCH
